"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",2940,
"CHE","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",380,
"CHE","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",371,
"CHE","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",367,
"CHE","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",1880,
"CHE","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",1829,
"CHE","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",1832,
"TUR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",327476,
"TUR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",338347,
"TUR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",343262,
"TUR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2019",352358,
"TUR","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",0,
"TUR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",1891,
"TUR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",1978,
"TUR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",2043,
"TUR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2019",2052,
"TUR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",9390,
"TUR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",9588,
"TUR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",9745,
"TUR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2019",9811,
"GBR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",105706,"B"
"GBR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",107195,
"GBR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",108578,
"GBR","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",12971,"B"
"GBR","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",12865,
"GBR","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",12546,
"GBR","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",9430,"B"
"GBR","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",9323,
"GBR","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",9269,
"GBR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",1229,"B"
"GBR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",1242,
"GBR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",1293,
"GBR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",6060,"B"
"GBR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",6095,
"GBR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",6215,
"BGR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",23674,
"BGR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",23615,
"BGR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",23953,"B"
"BGR","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",2946,
"BGR","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",2960,
"BGR","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",2832,"B"
"BGR","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",2687,
"BGR","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",2686,
"BGR","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",2647,"B"
"BGR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",276,
"BGR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",287,
"BGR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",288,"B"
"BGR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",1740,
"BGR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",1724,
"BGR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",1670,"B"
"HRV","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",16020,
"HRV","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",15991,
"HRV","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",16179,
"HRV","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",1581,
"HRV","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",1626,
"HRV","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",1627,
"HRV","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",1097,
"HRV","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",1113,
"HRV","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",1138,
"HRV","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",154,
"HRV","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",166,
"HRV","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",170,
"HRV","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",623,
"HRV","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",643,
"HRV","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",636,
"CYP","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",4433,
"CYP","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",4450,
"CYP","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",4460,
"CYP","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",310,
"CYP","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",323,
"CYP","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",327,
"CYP","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",149,
"CYP","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",163,
"CYP","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",178,
"CYP","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",7,
"CYP","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",9,
"CYP","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",10,
"CYP","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",67,
"CYP","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",79,
"CYP","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",85,
"EST","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",5558,
"EST","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",5799,
"EST","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",5649,"B"
"EST","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",639,
"EST","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",647,
"EST","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",632,"B"
"EST","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",575,
"EST","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",569,
"EST","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",586,"B"
"EST","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",61,
"EST","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",62,
"EST","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",57,"B"
"EST","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",426,
"EST","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",430,
"EST","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",439,"B"
"ISR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",19273,
"ISR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",19308,
"ISR","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",19005,
"ISR","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",1873,
"ISR","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",1862,
"ISR","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",1879,
"ISR","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",1497,
"ISR","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",1500,
"ISR","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",1406,
"ISR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",186,
"ISR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",192,
"ISR","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",193,
"ISR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",1088,
"ISR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",1091,
"ISR","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",1088,
"LVA","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",9220,
"LVA","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",9008,
"LVA","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",9109,
"LVA","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",722,
"LVA","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",760,
"LVA","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",764,
"LVA","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",646,
"LVA","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",664,
"LVA","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",639,
"LVA","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",52,
"LVA","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",52,
"LVA","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",58,
"LVA","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",450,
"LVA","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",437,
"LVA","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",448,
"LTU","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",16998,
"LTU","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",17330,
"LTU","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",18131,"B"
"LTU","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",1158,
"LTU","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",1156,
"LTU","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",1109,"B"
"LTU","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",967,
"LTU","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",939,
"LTU","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",924,"B"
"LTU","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",136,
"LTU","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",137,
"LTU","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",137,"B"
"LTU","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",710,
"LTU","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",706,
"LTU","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",696,"B"
"MKD","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",5957,
"MKD","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",5909,
"MKD","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",6333,
"MKD","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",591,
"MKD","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",631,
"MKD","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",579,
"MKD","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",477,
"MKD","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",481,
"MKD","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",503,
"MKD","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",72,
"MKD","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",70,
"MKD","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",67,
"MKD","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",359,
"MKD","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",353,
"MKD","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",341,
"MLT","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",1944,
"MLT","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",1856,
"MLT","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",1971,
"MLT","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",118,
"MLT","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",123,
"MLT","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",118,
"MLT","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",48,
"MLT","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",33,
"MLT","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",59,
"MLT","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",0,
"MLT","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",0,
"MLT","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",0,
"MLT","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",56,
"MLT","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",58,
"MLT","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",14,
"ROU","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",35059,
"ROU","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",36748,
"ROU","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",39592,"B"
"ROU","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",4989,
"ROU","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",4986,
"ROU","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",4902,"B"
"ROU","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",4409,
"ROU","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",4330,
"ROU","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",4264,"B"
"ROU","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",768,
"ROU","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",772,
"ROU","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",750,"B"
"ROU","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",3124,
"ROU","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",3001,
"ROU","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",2857,"B"
"SVN","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",16869,
"SVN","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",17099,
"SVN","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",17329,
"SVN","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",1017,
"SVN","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",1027,
"SVN","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",1032,
"SVN","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",589,
"SVN","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",634,
"SVN","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",681,
"SVN","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",111,
"SVN","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",116,
"SVN","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",126,
"SVN","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",488,
"SVN","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",500,
"SVN","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",503,
"CHL","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",209,
"CHL","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",905,
"CHL","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",1293,
"CHL","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",332,
"CHL","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",1154,
"RUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",284981,
"RUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2018",280329,
"RUS","ENTERPRISE","1_9_EMPLOYED","NBR","A","2019",275067,
"RUS","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",28492,
"RUS","ENTERPRISE","10_19_EMPLOYED","NBR","A","2018",28026,
"RUS","ENTERPRISE","10_19_EMPLOYED","NBR","A","2019",27097,
"RUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",23787,
"RUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2018",23463,
"RUS","ENTERPRISE","20_49_EMPLOYED","NBR","A","2019",22682,
"RUS","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",4132,
"RUS","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2018",4049,
"RUS","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2019",4029,
"RUS","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",15475,
"RUS","ENTERPRISE","50_249_EMPLOYED","NBR","A","2018",15196,
"RUS","ENTERPRISE","50_249_EMPLOYED","NBR","A","2019",14847,
"SRB","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",13197,
"SRB","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",11893,
"SRB","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",1604,
"SRB","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",1620,
"SRB","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",1112,
"SRB","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",1185,
"SRB","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",212,
"SRB","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",232,
"SRB","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",853,
"SRB","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",867,
"CRI","ENTERPRISE","1_9_EMPLOYED","NBR","A","2016",3852,
"CRI","ENTERPRISE","1_9_EMPLOYED","NBR","A","2017",3849,
"CRI","ENTERPRISE","10_19_EMPLOYED","NBR","A","2016",646,
"CRI","ENTERPRISE","10_19_EMPLOYED","NBR","A","2017",600,
"CRI","ENTERPRISE","20_49_EMPLOYED","NBR","A","2016",428,
"CRI","ENTERPRISE","20_49_EMPLOYED","NBR","A","2017",429,
"CRI","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2016",108,
"CRI","ENTERPRISE","250MORE_EMPLOYED","NBR","A","2017",113,
"CRI","ENTERPRISE","50_249_EMPLOYED","NBR","A","2016",315,
"CRI","ENTERPRISE","50_249_EMPLOYED","NBR","A","2017",318,
